id;name;energia, laskennallinen (kJ);hiilihydraatti imeytyvä (g);rasva (g);proteiini (g);alkoholi (g);kuitu, kokonais- (g);orgaaniset hapot (g);sokerialkoholi (g);tärkkelys (g);sokerit (g);fruktoosi (g);galaktoosi (g);glukoosi (g);laktoosi (g);maltoosi (g);sakkaroosi (g);polysakkaridi, vesiliukoinen ei-selluloosa (g);kuitu veteen liukenematon (g);rasvahapot yhteensä (g);rasvahapot monityydyttymättömät (g);rasvahapot yksittäistyydyttymättömät cis (g);rasvahapot tyydyttyneet (g);rasvahapot trans (g);rasvahapot n-3 monityydyttymättömät (g);rasvahapot n-6 monityydyttymättömät (g);rasvahappo 18:2 cis,cis n-6 (linolihappo) (mg);rasvahappo 18:3 n-3 (alfalinoleenihappo) (mg);rasvahappo 20:5 n-3 (EPA) (mg);rasvahappo 22:6 n-3 (DHA) (mg);kolesteroli (GC) (mg);sterolit (mg);kalsium (mg);rauta (mg);jodidi (jodi) (µg);kalium (mg);magnesium (mg);natrium (mg);suola (mg);fosfori (mg);seleeni (µg);sinkki (mg);tryptofaani (mg);folaatti, kokonais- (µg);niasiiniekvivalentti NE (mg);niasiini (nikotiinihappo + nikotiiniamidi) (mg);pyridoksiini vitameerit (vetykloridi) (B6) (mg);riboflaviini (B2) (mg);tiamiini (B1) (mg);B12-vitamiini (kobalamiini) (µg);C-vitamiini (mg);A-vitamiini RAE (µg);karotenoidit (µg);D-vitamiini (µg);E-vitamiini alfatokoferoli (mg);K-vitamiini (µg)
31625;Munkki/donitsi, gluteeniton, vehnätärkkelystä;1375;49.5;13.5;2.0;0;0;0;0;27.5;22.0;0;0;<0.1;0;0;22.0;0;0;12.7;2.2;5.8;4.7;<0.1;0.4;1.7;1699;408;0;17;57.9;29.6;10.6;0.3;20.4;21.4;2.3;211.4;538.7;34.0;5.4;0.2;33.6;9.3;0.5;<0.1;0.02;0.06;0.02;0.3;0;37.9;112.4;0.4;1.5;6.06
791;Munuainen;400;0;3.6;15.6;0;0;0;0;0;0;0;N/A;0;0;0;0;0;0;2.7;0.8;0.7;1.2;0;0.2;0.6;360;16;75;57;51.7;2.0;9.0;8.4;6.0;230.0;18.0;165.0;420.4;260.0;135.0;2.3;200.0;422.6;11.4;8.1;0.39;2.60;0.36;24.0;15.0;63.9;0;0.2;0.4;N/A
7865;Munuainen, keitetty, suolaa;567;0;5.1;22.2;0;0;0;0;0;0;0;N/A;0;0;0;0;0;0;3.8;1.1;1.0;1.7;0;0.2;0.9;511;22;106;81;73.3;2.8;13.8;11.9;25.9;326.6;25.8;503.0;1281.7;369.3;191.5;3.3;283.7;419.7;8.9;11.5;0.55;2.77;0.20;34.0;16.0;77.1;0;0.3;0.5;0
7866;Munuainen, paistettu, vehnäjauhoa;761;5.5;9.7;18.1;0;0.3;<0.1;0;5.3;0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;0.2;8.4;2.5;3.5;2.4;<0.1;0.6;1.8;1550;439;82;63;59.6;32.2;15.2;9.4;57.2;267.0;22.8;965.5;2460.0;298.2;149.8;2.6;230.5;351.0;10.3;9.0;0.44;2.59;0.24;26.5;12.4;81.7;6.2;0.5;1.4;5.91
7867;Munuaiskastike, ruoanvalmistuskerma, suurustettu;330;2.7;4.5;6.5;0;0.3;0.2;0;1.8;0.9;0.2;<0.1;0.2;0.3;<0.1;0.2;<0.1;0.1;4.0;0.9;1.5;1.6;<0.1;0.2;0.7;559;158;28;21;23.2;12.4;17.9;3.3;28.2;127.3;9.9;455.1;1159.5;113.5;51.5;1.0;83.2;113.7;2.5;3.1;0.17;0.75;0.06;9.1;5.1;37.7;10.7;0.2;0.5;2.42
33001;Muro, hunajamuro, maissi, honey balls, lidl;1613;86.0;2.0;3.8;0;1.4;0;0;46.8;39.2;2.3;0;2.3;0;<0.1;34.2;<0.1;0.3;1.8;0.7;0.8;0.3;0;<0.1;0.6;643;93;0;0;<0.1;8.6;8.9;0.8;3.3;81.0;18.8;273.6;697.1;56.5;5.1;0.4;33.1;7.7;1.8;1.4;0.06;0.03;0.04;0;<0.1;4.7;749.3;0;0.3;1.35
32442;Muro, hunajamuro, vehnärenkaita hunaja, top food;1641;78.0;3.8;9.0;0;6.1;0;0;54.6;19.8;1.3;0;1.5;0;0.9;16.2;0.8;2.4;3.2;0.9;1.2;1.1;0;0.1;0.8;787;116;0;0;<0.1;45.0;16.9;0.9;8.5;187.8;32.4;60.1;153.2;100.2;7.6;0.7;101.4;14.2;2.4;0.7;0.08;0.04;0.06;0;0.1;0.3;4.0;0;0.5;2.11
33723;Muro, kaakaonmakuinen moniviljamuro, kellogg's coco pops rocks;1735;75.4;8.7;6.4;0;3.0;0;0;43.6;31.9;<0.1;0;<0.1;0.1;<0.1;30.8;0.5;1.7;8.0;1.6;2.8;3.5;<0.1;<0.1;1.6;1594;36;0;0;0.2;26.1;18.2;1.6;4.7;291.6;53.4;295.3;752.5;127.5;5.4;0.9;67.5;14.0;2.4;1.2;0.06;0.04;0.06;<0.1;<0.1;3.6;529.3;<0.1;1.1;1.15
32064;Muro, kaakaonmakuinen riisimuro, kellogg's coco pops;1603;82.6;2.6;5.3;0;1.7;0;0;47.6;35.0;<0.1;0;<0.1;0;0;34.6;0.4;2.0;2.2;0.3;0.8;1.1;0;<0.1;0.3;330;5;0;0;<0.1;39.1;9.1;1.1;4.8;200.7;39.6;295.9;753.9;89.3;9.2;1.0;65.6;5.5;2.3;1.2;0.05;0.01;0.02;0;0;0;1.3;0;<0.1;0.34
33724;Muro, kaakaonmakuinen vehnämuro, kellogg's coco pops crunchers;1623;80.0;2.4;8.1;0;4.4;0;0;41.3;33.5;0.1;0;0.6;0;0;32.5;1.1;3.2;1.8;0.4;0.5;0.9;0;<0.1;0.4;374;23;0;0;0;36.3;17.6;1.5;7.7;349.7;52.5;353.3;900.1;105.3;4.7;1.0;91.9;12.7;2.2;0.7;0.06;0.04;0.05;0;0;0.2;117.2;0;0.2;0.93
34826;Muro, kauramuro, cheerios, nestle;1611;66.6;6.3;10.9;0;7.8;0;0;57.4;9.3;1.2;0;1.4;0;<0.1;6.6;0.9;4.0;5.9;2.4;2.4;1.1;0;<0.1;2.4;2355;78;0;0;<0.1;35.8;50.3;4.8;17.6;395.1;139.4;329.9;840.5;464.3;9.5;3.5;181.3;33.4;3.7;0.7;0.11;0.08;0.28;0;0;0;152.8;0;0.8;1.83
32718;Muro, kuitupitoiset hiutaleet, luontaisesti gluteeniton, semper, vitaminoitu;1530;71.0;2.5;6.5;0;15.0;0;0;62.5;8.5;3.0;0;<0.1;0;0;5.2;0.1;1.3;2.2;0.7;1.0;0.5;0;0.1;0.6;577;115;0;0;<0.1;40.8;5.4;20.0;3.5;79.4;21.7;300.0;748.9;67.4;9.2;0.8;58.9;250.0;26.0;25.0;0.05;2.00;1.80;1.2;0;0;0;0;0.2;1.64
32059;Muro, kuviomuro, kellogg's rice krispies multi grain;1595;78.7;2.7;7.5;0;8.0;0;0;60.2;18.4;<0.1;0;<0.1;0;<0.1;18.3;0.4;2.3;2.5;1.0;1.0;0.5;0;<0.1;1.0;986;25;0;0;0;39.5;19.2;2.1;8.9;193.4;61.8;158.2;403.1;203.5;11.0;1.8;107.5;14.6;3.1;1.3;0.08;0.03;0.11;0;0;0.4;102.3;0;0.3;0.60
29782;Muro, lesemuro, täysjyvävehnä;1498;65.7;2.4;11.2;0;12.5;0;0;44.4;21.4;0.1;0;0.2;0;0.4;19.9;0.9;11.6;1.8;1.1;0.3;0.3;0;<0.1;1.1;1054;83;0;0;0;80.9;43.6;5.7;5.3;629.3;209.6;663.1;1689.6;519.5;7.9;4.0;132.2;40.7;9.1;6.9;0.23;0.16;0.36;0;0;0.3;193.0;0;0.9;2.11
32720;Muro, luontaisesti gluteenittomat hiutaleet, keskiarvo, semper, vitaminoitu;1579;80.6;2.4;5.9;0;2.6;0;0;66.0;13.4;<0.1;0;<0.1;0;0;13.1;0.1;1.1;2.1;0.8;0.9;0.4;0;<0.1;0.7;680;99;0;0;<0.1;34.5;5.6;0.9;3.3;95.2;24.2;313.0;797.6;75.8;10.3;0.8;61.8;250.0;26.0;25.0;0.07;2.00;1.80;1.2;0;2.9;454.5;0;0.2;1.40
33013;Muro, maissihiutale, apple flakes, lidl;1619;87.8;0.8;5.3;0;0.5;0.2;0;54.3;28.5;3.4;0;1.1;0;0;23.9;0.5;0.6;0.8;0.5;0.2;0.1;0;<0.1;0.5;452;18;0;0;0;8.7;8.9;0.7;1.2;136.6;17.1;504.9;1286.4;45.4;5.3;0.3;25.9;7.3;2.0;1.8;0.08;0.05;0.04;0;0.3;6.3;1004.4;0;0.1;1.14
33012;Muro, maissihiutale, caramel flakes, lidl;1733;83.5;5.8;5.6;0;0.5;<0.1;0;51.6;27.5;0.3;0;0.3;1.4;0;26.8;0;0;5.3;0.5;1.8;3.0;<0.1;<0.1;0.5;474;33;0;0;0.1;10.8;43.1;0.6;1.9;107.7;16.9;518.4;1320.8;69.8;5.1;0.4;23.5;7.9;1.8;1.6;0.07;0.09;0.05;0;0;8.3;934.7;0;0.1;0.92
163;Muro, maissihiutale, corn flakes;1578;82.1;0.8;7.7;0;2.7;0;0;74.1;8.0;1.2;0;2.0;0;0;4.8;0.4;1.7;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;34;<1;0;0;0;38.1;8.0;8.0;12.0;110.0;16.0;700.0;1783.6;40.0;2.9;0.3;120.0;166.0;16.9;14.9;1.70;1.30;1.20;0.8;0;16.4;2932.4;0;<0.1;0.03
32717;Muro, maissihiutale, corn flakes, gluteeniton, urtekram, ei lisättyä sokeria;1568;82.8;1.4;5.5;0;1.9;0;0;82.2;0.6;0;0;0;0;0;0;0;0;1.1;0.7;0.3;0.2;0;<0.1;0.7;665;22;0;0;0;0;4.8;0.9;<0.1;89.3;19.5;477.0;1215.4;60.1;7.9;0.4;37.5;11.1;2.9;2.6;0.10;0.05;0.06;0;0;9.5;1496.4;0;0.1;0.30
29775;Muro, maissihiutale, sokerihuurrettu;1620;88.3;0.5;5.0;0;1.8;0;0;48.2;40.2;0.8;0;1.3;0;0;38.1;0.3;1.1;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;22;<1;0;0;0;24.8;5.3;5.2;9.6;72.2;10.4;455.0;1159.4;26.0;2.1;0.2;78.0;107.9;11.0;9.7;1.10;0.84;0.78;0.5;0;10.7;1906.1;0;<0.1;0.02
33659;Muro, maissista, teollinen, tuotekeskiarvo;1622;85.1;1.9;5.5;0;1.5;<0.1;0;59.5;24.0;1.3;0;1.2;0.2;<0.1;21.3;0.2;0.6;1.5;0.4;0.5;0.6;<0.1;<0.1;0.4;382;28;0;0;<0.1;15.2;13.2;2.7;4.7;99.5;16.5;487.9;1243.3;49.6;4.7;0.3;53.0;51.2;6.1;5.3;0.52;0.40;0.36;0.2;<0.1;9.3;1502.4;0;0.1;0.63
32440;Muro, marjainen täysjyvämuro, pirkka, vitaminoitu;1531;75.1;2.1;8.0;0;3.9;0.6;0;58.2;16.9;1.9;0;1.6;0.4;0.1;12.8;0.5;4.2;1.5;0.7;0.4;0.4;<0.1;<0.1;0.6;610;73;0;0;1.2;64.5;32.5;7.0;6.1;217.0;55.1;704.5;1795.1;167.9;10.6;1.8;100.5;21.4;11.7;10.0;0.11;1.00;1.00;<0.1;0.1;2.7;183.2;<0.1;1.4;5.88
32095;Muro, moniviljamuro, cheerios, nestle, maissi, kaura, ohra, vehnä, riisi;1545;70.1;3.7;9.0;0;7.9;0;0;49.2;20.9;0.3;0;0.4;0;0.2;20.1;0.8;5.0;3.3;1.4;1.2;0.6;0;0.1;1.3;1308;105;0;0;<0.1;48.6;484.0;12.6;9.2;319.6;99.7;361.3;920.7;309.4;7.4;2.5;128.2;170.0;15.6;14.0;1.21;1.10;0.26;0;48.0;0.3;171.3;3.0;0.7;2.31
32070;Muro, moniviljamuro, kaakao, viidakkomuro, pirkka;1582;83.2;1.8;4.7;0;2.9;0;0;47.6;34.5;0.8;0;1.1;0;0.2;32.1;0.4;1.9;1.4;0.4;0.4;0.5;0;<0.1;0.4;416;18;0;0;<0.1;18.2;9.2;1.3;2.9;212.0;39.5;196.9;501.8;89.7;5.9;0.8;46.6;11.4;2.4;1.6;0.06;0.04;0.07;0;<0.1;4.0;589.2;0;0.1;0.62
29779;Muro, neljänviljanmuro;1660;81.1;3.8;6.9;0;3.8;0;0;63.0;18.2;<0.1;0;0.4;0;0.4;17.3;0.5;2.5;3.5;1.3;1.5;0.7;0;0.2;1.1;1080;189;0;0;<0.1;40.6;14.3;1.6;6.3;166.1;42.6;1.5;3.8;144.3;7.5;1.2;83.2;17.1;2.8;1.4;0.08;0.05;0.12;0;0;2.0;321.5;0;0.6;3.21
32849;Muro, neljänviljanmuro, elovena täysjyvämuro 4 viljaa;1662;72.2;4.1;12.0;0;10.0;0;0;59.0;12.1;<0.1;0;0.4;0;0.4;11.1;1.0;5.7;3.7;1.6;1.4;0.7;0;0.1;1.5;1457;111;0;0;<0.1;51.4;33.9;3.5;9.7;341.5;103.6;233.3;594.6;328.0;8.0;2.6;131.1;26.8;3.6;1.6;0.13;0.09;0.22;0;0;1.1;294.7;0;0.8;2.96
32443;Muro, neljänviljanmuro, sun muro, top food;1522;66.6;4.3;9.7;0;8.1;0;0;49.9;15.6;<0.1;0;0.5;0;0.5;14.6;1.0;6.5;3.8;1.6;1.5;0.7;0;0.2;1.4;1385;186;0;0;<0.1;62.0;31.6;3.5;7.8;347.2;102.2;233.1;594.0;314.5;6.8;2.6;132.0;33.9;5.0;2.8;0.10;0.11;0.28;0;0;0.2;167.5;0;0.9;3.93
29783;Muro, riisimuro;1601;85.6;1.2;6.8;0;0.9;0;0;75.9;9.7;<0.1;0;0.3;0;0.2;8.8;0.2;1.8;1.1;0.4;0.3;0.3;0;0;0.4;438;0;0;0;0;48.8;8.7;1.1;4.9;114.5;31.9;585.8;1492.7;97.4;13.2;1.1;84.9;6.1;3.1;1.7;0.07;<0.01;0.04;0;0;0;0;0;<0.1;0.04
33152;Muro, riisimuro, sokerihuurrettu, kellogg's frost rice krispies, vitaminoitu;1583;86.4;0.8;4.7;0;0.6;0;0;47.5;38.8;<0.1;0;<0.1;0;0;38.2;0.1;1.3;0.7;0.3;0.2;0.2;0;0;0.3;300;0;0;0;0;33.5;5.8;8.0;5.0;79.1;21.7;351.9;896.7;66.7;9.2;0.8;58.2;166.0;14.9;1.1;0.05;1.30;1.20;0.8;0;0;0;4.2;<0.1;0.02
29781;Muro, riisi-vehnähiutale;1518;75.7;1.4;10.0;0;3.7;0;0;52.1;23.6;<0.1;0;<0.1;0;0.2;20.7;0.4;3.7;1.1;0.6;0.3;0.2;0;<0.1;0.5;539;26;0;0;0;46.5;17.6;1.8;4.7;189.1;55.9;792.5;2019.4;158.5;8.6;1.5;90.8;17.5;3.9;2.4;0.07;0.05;0.13;0;0;0.1;73.2;0;0.3;0.86
33718;Muro, riisi-vehnähiutale, kellogg's all-bran crunchy bites;1625;57.9;10.8;8.0;0;13.0;0;0;37.1;20.8;0.2;0;0.2;0.3;<0.1;19.9;0.5;10.2;10.2;3.2;5.0;2.0;<0.1;0.7;2.5;2453;746;0;0;0.4;110.0;42.6;5.7;5.6;653.1;226.9;360.4;918.4;527.4;9.3;3.8;81.4;16.6;7.3;6.7;0.30;0.11;0.19;<0.1;<0.1;1.1;233.5;<0.1;1.9;10.39
32060;Muro, riisi-vehnähiutale, kellogg's special k classic;1540;75.8;1.5;9.3;0;4.8;0;0;63.9;11.9;<0.1;0;<0.1;0;0.1;11.3;0.4;3.6;1.2;0.6;0.3;0.3;0;<0.1;0.6;572;24;0;0;0;53.3;14.1;1.8;5.4;187.4;52.5;391.1;996.6;156.1;11.1;1.6;100.1;12.9;3.8;2.5;0.08;0.04;0.09;0;0;<0.1;60.9;0;0.3;0.76
32061;Muro, riisi-vehnähiutale, kellogg's special k red berries, vadelma-mansikka;1534;77.6;1.1;9.3;0;1.8;<0.1;0;51.1;26.6;0.7;0;0.7;0.5;<0.1;24.0;0.2;2.0;0.9;0.4;0.3;0.2;<0.1;<0.1;0.4;386;16;0;0;0.2;38.4;27.3;1.1;6.3;183.3;33.8;396.5;1010.4;103.8;9.4;1.0;77.6;12.6;2.8;1.5;0.07;0.05;0.06;<0.1;2.5;3.4;141.2;<0.1;0.3;1.03
32098;Muro, riisi-vehnähiutale, nestle fitness, aamiaishiutale;1538;72.2;1.8;9.4;0;10.5;0;0;63.5;8.8;<0.1;0;0.1;0;0.2;8.2;0.6;5.0;1.4;0.8;0.3;0.3;0;<0.1;0.7;714;37;0;0;0;59.3;19.3;2.4;5.1;251.5;72.3;281.8;718.1;211.1;10.3;2.0;117.8;23.9;5.1;3.1;0.09;0.07;0.18;0;0;0.2;103.0;0;0.5;1.21
32135;Muro, riisi-vehnähiutale, nestle fitness & fruits, aamiaishiutale, vitaminoitu;1555;74.0;2.8;7.6;0;6.9;0.5;0;49.1;24.6;4.1;0;4.1;0;0.3;15.6;0.9;4.9;2.4;0.6;0.3;1.4;0;<0.1;0.6;598;44;0;0;0;52.6;504.0;9.8;4.6;330.3;66.5;282.4;719.5;184.2;7.0;1.6;90.2;114.0;11.0;9.5;1.05;0.93;0.18;0;3.9;2.3;155.0;0;0.6;2.26
32132;Muro, riisi-vehnähiutale, nestle fitness & yoghurt, aamiaishiutale, vitaminoitu;1599;68.6;6.3;8.6;0;6.7;0;0;50.4;18.2;0.1;0;0.2;2.3;0.2;14.4;0.6;4.7;5.7;1.2;2.0;2.5;<0.1;<0.1;1.1;1130;49;0;0;0.6;53.4;580.0;11.0;10.1;309.2;76.4;333.6;850.0;244.2;8.5;2.0;123.0;130.0;13.3;11.2;1.21;1.11;0.20;<0.1;0.2;0.5;107.6;<0.1;0.8;1.61
33155;Muro, riisi-vehnähiutale, suklaa-mansikka, kellogg's special k, choco-strawberry;1554;71.9;3.3;10.9;0;2.7;<0.1;0;46.4;25.5;0.1;0;0.1;0.3;<0.1;24.1;0.4;3.1;2.6;0.8;0.8;1.1;<0.1;<0.1;0.7;720;61;0;0;<0.1;77.1;20.6;10.6;5.3;219.7;60.3;355.1;904.7;185.2;9.3;2.6;96.6;308.0;27.7;1.7;0.11;2.50;2.20;1.5;92.0;1.2;92.9;<0.1;2.1;0.77
33140;Muro, riisi-vehnähiutale jogurtti, kellogg's all-bran yoghurty, vitaminoitu;1552;65.3;4.3;10.6;0;12.9;0;0;39.0;26.3;<0.1;0;<0.1;1.6;<0.1;24.1;0.1;1.3;4.0;1.2;2.0;0.8;<0.1;0.3;0.9;911;272;0;0;0.6;44.8;46.8;10.4;8.2;129.4;25.6;329.2;838.9;95.2;7.9;0.9;67.2;296.0;14.8;1.1;0.06;1.30;1.20;0.8;0.2;0.2;10.0;<0.1;0.6;3.89
32075;Muro, ruismuro, quaker fras ruis;1446;61.9;3.4;10.2;0;11.9;0;0;57.1;4.7;0.2;0;0.3;0;0.4;3.9;1.8;8.9;2.9;1.4;1.0;0.5;0;0.1;1.3;1289;104;0;0;0;75.1;40.8;3.7;9.3;431.1;110.5;388.0;988.6;358.4;6.5;3.1;132.3;35.8;2.6;0.4;0.15;0.13;0.29;0;0;0.3;191.5;0;0.9;4.35
33003;Muro, suklaamuro, choco moons, lidl;1648;76.0;4.3;8.3;0;7.0;0;0;42.1;31.0;<0.1;0;1.0;0;0.2;30.1;0.7;3.0;3.6;1.0;1.5;1.3;0;0.2;0.9;866;165;0;0;<0.1;60.4;16.7;1.8;4.1;341.8;67.7;120.7;307.5;141.9;5.3;1.3;69.4;12.7;2.2;1.3;0.12;0.05;0.09;0;0;3.1;513.7;0;0.5;2.85
33005;Muro, suklaamuro, flakers choco, lidl;1614;80.0;2.1;8.2;0;4.6;0;0;43.1;34.0;0.5;0;0.5;0;0.5;33.9;0.6;1.6;1.6;0.4;0.4;0.7;0;<0.1;0.4;402;24;0;0;0;34.8;20.6;1.5;7.4;202.9;40.5;292.5;745.3;101.8;6.0;0.8;88.6;8.4;1.9;0.6;0.06;0.04;0.04;0;0;0.2;2.5;0;0.2;0.58
29780;Muro, suklaamuro, keskiarvo;1693;79.3;6.1;5.6;0;3.0;0;0;41.0;38.4;<0.1;0;<0.1;0;0.2;38.1;0.7;2.3;5.4;1.4;2.6;1.5;0;0.3;1.1;1068;319;0;0;0.1;45.5;11.7;1.2;5.1;278.0;46.0;5.0;12.8;92.0;6.2;0.9;63.2;9.1;2.1;1.0;0.05;0.03;0.03;0;0;1.4;184.9;0;0.7;4.82
32087;Muro, suklaamuro, nesquik duo, nestle, vitaminoitu;1684;73.4;7.7;6.8;0;4.6;0;0;36.6;36.7;<0.1;0;2.1;2.0;0.2;32.4;0.7;3.9;6.9;1.0;2.5;3.4;<0.1;<0.1;1.0;987;40;0;0;0.4;38.6;267.0;11.9;7.0;329.3;67.0;208.3;530.7;169.3;5.7;1.4;82.8;170.0;15.3;2.1;0.08;1.40;1.20;0.8;51.0;1.4;229.9;<0.1;0.7;1.46
32093;Muro, suklaamuro, nesquik kaakaomuro, nestle, vitaminoitu;1611;76.4;4.3;6.5;0;5.2;0;0;40.8;35.6;<0.1;0;2.1;0;0.2;33.2;0.7;4.1;3.6;0.7;1.2;1.7;0;<0.1;0.7;698;35;0;0;<0.1;33.1;267.0;11.9;3.6;348.3;72.0;197.6;503.6;160.8;5.0;1.4;73.9;170.0;15.3;2.3;0.06;1.40;1.20;0.8;51.0;2.4;395.5;0;0.5;1.27
32445;Muro, suklaamuro, pirkka;1621;76.6;2.8;9.1;0;7.6;0;0;48.0;28.1;<0.1;0;0.3;0;0.4;27.3;0.8;5.9;2.2;0.9;0.7;0.6;0;0.1;0.8;825;112;0;0;<0.1;53.8;22.7;2.6;5.3;328.3;83.3;110.3;281.0;224.8;5.4;2.0;110.6;28.7;4.9;3.1;0.08;0.10;0.21;0;0;0.4;165.6;0;0.7;2.56
32441;Muro, suklaamuro, suklaarenkaat, täysjyvärenkaat, top food;1581;71.6;4.7;8.3;0;6.1;0;0;39.4;31.1;<0.1;0;0.4;0;0.6;30.0;0.8;5.3;4.1;1.6;2.0;0.5;0;0.4;1.2;1247;356;0;0;0.1;65.6;21.0;2.3;5.3;301.6;75.8;40.6;103.4;204.2;5.2;1.8;101.2;25.8;4.4;2.7;0.07;0.09;0.19;0;0;0.2;115.8;0;1.1;5.81
33616;Muro, suklaamuro, teollinen, tuotekeskiarvo;1634;75.6;4.9;7.5;0;5.1;0;0;43.0;31.9;0.1;0;0.7;0.4;0.3;30.4;0.6;3.6;4.3;1.0;1.7;1.7;<0.1;0.1;0.9;854;129;0;0;0.1;47.4;61.4;3.5;5.2;273.6;60.4;276.3;704.0;151.5;5.9;1.3;82.4;58.2;6.6;3.3;0.27;0.42;0.41;0.2;8.5;1.4;241.3;<0.1;1.5;2.73
32078;Muro, suklaamuro, weetos choco, weetabix;1558;69.8;4.8;8.9;0;5.5;0;0;40.8;28.9;<0.1;0;0.1;1.0;0.2;27.6;0.8;4.7;4.2;1.4;1.8;0.9;<0.1;0.3;1.1;1116;272;0;0;0.4;57.5;47.4;2.1;8.6;307.2;69.9;785.9;2002.5;196.3;5.4;1.6;109.3;24.0;4.1;2.3;0.08;0.12;0.17;<0.1;0.1;0.3;138.2;<0.1;1.0;4.61
32081;Muro, tattarihiutale, top food sun flakes;1499;76.5;1.5;7.0;0;3.3;0;0;69.7;6.3;<0.1;0;0.2;0;0.1;5.6;0.3;1.8;1.1;0.7;0.2;0.2;0;<0.1;0.7;655;43;0;0;0;0.8;9.4;1.7;1.8;190.0;64.5;485.0;1235.8;131.0;6.5;1.0;76.7;19.6;3.8;2.5;0.18;0.08;0.22;0;0;6.7;954.4;0;0.2;2.15
32439;Muro, täysjyvämuro, pirkka, vitaminoitu;1507;74.7;1.9;8.5;0;3.0;0;0;63.5;11.2;<0.1;0;<0.1;0.4;0.1;10.5;0.4;3.5;1.5;0.7;0.4;0.4;<0.1;<0.1;0.6;619;29;0;0;1.2;59.6;26.2;7.0;6.0;206.5;56.8;781.7;1991.8;172.2;11.6;1.9;106.2;18.6;11.8;10.0;0.09;0.32;1.00;<0.1;<0.1;2.6;65.2;<0.1;0.7;0.67
29777;Muro, weetabix, banaani, muroke;1726;75.6;5.2;10.6;0;8.3;0;0;52.8;22.7;2.3;0;0.2;0;0.5;19.8;0.9;7.3;4.5;1.7;1.9;0.8;0;0.3;1.4;1415;307;0;0;0.1;75.5;29.3;3.3;5.2;373.1;102.4;435.3;1109.2;283.3;6.3;2.4;130.4;37.5;6.3;4.1;0.12;0.13;0.29;0;1.0;0.5;183.8;0;1.3;5.52
29776;Muro, weetabix, muroke, vitaminoitu;1436;62.3;2.3;12.4;0;10.0;0;0;57.9;4.4;<0.1;0;0.2;0;0.5;1.7;0.9;8.4;1.7;1.1;0.3;0.3;0;<0.1;1.0;990;76;0;0;0;70.6;31.1;12.0;4.8;395.9;115.2;117.0;298.2;329.5;7.2;2.8;151.8;170.0;16.5;14.0;0.10;1.20;0.94;0;0;0.3;212.7;0;0.9;2.47
32077;Muro, weetabix minis, suklaamuroke;1533;64.8;5.3;9.9;0;8.1;0;0;44.1;20.7;<0.1;0;0.2;0;0.4;20.1;1.0;7.2;4.5;0.9;1.4;2.3;0;<0.1;0.8;812;71;0;0;<0.1;63.6;30.5;3.2;4.8;409.1;106.1;679.7;1732.0;273.5;5.7;2.4;123.0;33.9;5.8;3.7;0.08;0.12;0.25;0;0;0.3;164.2;0;0.7;2.46
33006;Muro, vehnähiutale, bran flakes, lidl;1503;67.0;2.0;10.0;0;15.0;0;0;39.3;22.0;0.2;0;0.4;0;0.3;17.1;0.8;13.0;1.9;1.2;0.4;0.3;0;<0.1;1.1;1087;86;0;0;0;85.6;47.8;6.6;5.0;726.0;247.8;697.4;1777.1;598.0;8.2;4.5;125.4;30.2;8.9;7.8;0.28;0.15;0.30;0;<0.1;0.3;186.6;0;0.9;1.98
33010;Muro, vehnähiutale, fruit & fibre, lidl;1652;74.0;5.2;7.3;0;9.0;0.4;0;50.0;24.0;3.9;0;2.6;0;0.4;16.0;1.2;7.2;4.6;0.9;0.9;3.1;0;<0.1;0.8;829;77;0;0;<0.1;66.0;32.0;2.9;4.3;395.3;89.2;506.1;1289.6;245.3;5.2;2.0;110.7;23.4;4.7;3.4;0.11;0.11;0.20;0;0.3;0.3;159.0;0;0.9;2.96
33715;Muro, vehnähiutale, kellogg's all-bran apple & fig, vitaminoitu;1516;67.0;2.4;10.0;0;15.0;0.1;0;42.0;25.0;2.7;0;1.6;0;0.3;12.2;1.1;12.5;1.8;1.1;0.3;0.3;0;<0.1;1.1;1066;85;0;0;0;86.0;52.5;10.5;4.5;748.4;234.7;349.9;891.4;566.1;7.9;4.3;124.4;29.5;14.1;12.0;1.33;1.10;0.80;1.9;0.2;0.3;193.2;0;1.0;3.11
33145;Muro, vehnähiutale, kellogg's all-bran regular, vitaminoitu;1507;66.0;2.1;11.0;0;15.0;0;0;46.0;20.0;0.3;0;0.3;0;<0.1;19.0;0.8;11.2;1.4;0.9;0.3;0.3;0;<0.1;0.8;838;66;0;0;0;77.0;35.8;11.6;21.0;622.4;197.9;389.7;993.1;490.1;8.7;4.1;123.7;334.0;15.4;13.3;1.45;1.20;0.90;0.2;<0.1;0.3;181.1;0;0.9;1.97
